"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance"
"PP_Resina_12_Cordia alliodora","MDP0877","MDP0877.mzXML","cor1all","PP_Resina_12","Cordia alliodora","Cordiaceae","Cordia","PP_Resina_12_Cordia alliodora","PP_Resina_12","Cordia alliodora",1
"PP_Resina_12_Monteverdia floribunda","MDP0888","MDP0888.mzXML","mon2flo","PP_Resina_12","Monteverdia floribunda","Celastraceae","Monteverdia","PP_Resina_12_Monteverdia floribunda","PP_Resina_12","Monteverdia floribunda",3
"PP_Resina_12_Cynophalla polyantha","MDP0878","MDP0878.mzXML","cynpol","PP_Resina_12","Cynophalla polyantha","Capparaceae","Cynophalla","PP_Resina_12_Cynophalla polyantha","PP_Resina_12","Cynophalla polyantha",74
"PP_Resina_12_Terminalia triflora","MDP0902","MDP0902.mzXML","ter1tri","PP_Resina_12","Terminalia triflora","Combretaceae","Terminalia","PP_Resina_12_Terminalia triflora","PP_Resina_12","Terminalia triflora",3
"PP_Resina_12_Erythroxylum subrotundum","MDP0880","MDP0880.mzXML","ery3sub","PP_Resina_12","Erythroxylum subrotundum","Erythroxylaceae","Erythroxylum","PP_Resina_12_Erythroxylum subrotundum","PP_Resina_12","Erythroxylum subrotundum",5
"PP_Resina_12_Capparidastrum coimbranum","MDP0871","MDP0871.mzXML","capcoi","PP_Resina_12","Capparidastrum coimbranum","Capparaceae","Capparidastrum","PP_Resina_12_Capparidastrum coimbranum","PP_Resina_12","Capparidastrum coimbranum",10
"PP_Resina_12_Lonchocarpus MJM-7613","MDP0886","MDP0886.mzXML","lonMJM7613","PP_Resina_12","Lonchocarpus MJM-7613","Fabaceae","Lonchocarpus","PP_Resina_12_Lonchocarpus MJM-7613",NA,NA,NA
"PP_Resina_12_Campomanesia SPS-107","MDP0870","MDP0870.mzXML","camSPS107","PP_Resina_12","Campomanesia SPS-107","Myrtaceae","Campomanesia","PP_Resina_12_Campomanesia SPS-107",NA,NA,NA
"PP_Resina_12_Ruprechtia apetala","MDP0896","MDP0896.mzXML","rupape","PP_Resina_12","Ruprechtia apetala","Polygonaceae","Ruprechtia","PP_Resina_12_Ruprechtia apetala","PP_Resina_12","Ruprechtia apetala",4
"PP_Resina_12_Achatocarpus praecox","MDP0862","MDP0862.mzXML","achpra","PP_Resina_12","Achatocarpus praecox","Achatocarpaceae","Achatocarpus","PP_Resina_12_Achatocarpus praecox","PP_Resina_12","Achatocarpus praecox",29
"PP_Resina_12_Banara tomentosa","MDP0867","MDP0867.mzXML","ban1tom","PP_Resina_12","Banara tomentosa","Salicaceae","Banara","PP_Resina_12_Banara tomentosa","PP_Resina_12","Banara tomentosa",5
"PP_Resina_12_Zanthoxylum fagara","MDP0906","MDP0906.mzXML","zanfag","PP_Resina_12","Zanthoxylum fagara","Rutaceae","Zanthoxylum","PP_Resina_12_Zanthoxylum fagara","PP_Resina_12","Zanthoxylum fagara",9
"PP_Resina_12_Piptadenia buchtienii","MDP0893","MDP0893.mzXML","pip2buc","PP_Resina_12","Piptadenia buchtienii","Fabaceae","Piptadenia","PP_Resina_12_Piptadenia buchtienii","PP_Resina_12","Piptadenia buchtienii",1
"PP_Resina_12_Ceiba speciosa","MDP0875","MDP0875.mzXML","ceispe","PP_Resina_12","Ceiba speciosa","Malvaceae","Ceiba","PP_Resina_12_Ceiba speciosa","PP_Resina_12","Ceiba speciosa",10
"PP_Resina_12_Pisonia zapallo","MDP0894","MDP0894.mzXML","piszap","PP_Resina_12","Pisonia zapallo","Nyctaginaceae","Pisonia","PP_Resina_12_Pisonia zapallo","PP_Resina_12","Pisonia zapallo",1
"PP_Resina_12_Ximenia americana","MDP0905","MDP0905.mzXML","ximame","PP_Resina_12","Ximenia americana","Ximeniaceae","Ximenia","PP_Resina_12_Ximenia americana","PP_Resina_12","Ximenia americana",2
"PP_Resina_12_Machaerium nyctitans","MDP0887","MDP0887.mzXML","mac1nyc","PP_Resina_12","Machaerium nyctitans","Fabaceae","Machaerium","PP_Resina_12_Machaerium nyctitans","PP_Resina_12","Machaerium nyctitans",57
"PP_Resina_12_Guapira opposita","MDP0882","MDP0882.mzXML","gua2opp","PP_Resina_12","Guapira opposita","Nyctaginaceae","Guapira","PP_Resina_12_Guapira opposita","PP_Resina_12","Guapira opposita",4
"PP_Resina_12_Chrysophyllum LC-1660","MDP0876","MDP0876.mzXML","chr2LC1660","PP_Resina_12","Chrysophyllum LC-1660","Sapotaceae","Chrysophyllum","PP_Resina_12_Chrysophyllum LC-1660",NA,NA,NA
"PP_Resina_12_Phyllostylon rhamnoides","MDP0892","MDP0892.mzXML","phy3rha","PP_Resina_12","Phyllostylon rhamnoides","Ulmaceae","Phyllostylon","PP_Resina_12_Phyllostylon rhamnoides","PP_Resina_12","Phyllostylon rhamnoides",137
"PP_Resina_12_Handroanthus impetiginosus","MDP0884","MDP0884.mzXML","hanimp","PP_Resina_12","Handroanthus impetiginosus","Bignoniaceae","Handroanthus","PP_Resina_12_Handroanthus impetiginosus","PP_Resina_12","Handroanthus impetiginosus",1
"PP_Resina_12_Ruprechtia laxiflora","MDP0897","MDP0897.mzXML","ruplax","PP_Resina_12","Ruprechtia laxiflora","Polygonaceae","Ruprechtia","PP_Resina_12_Ruprechtia laxiflora","PP_Resina_12","Ruprechtia laxiflora",1
"PP_Resina_12_Handroanthus chrysanthus","MDP0883","MDP0883.mzXML","hanchr","PP_Resina_12","Handroanthus chrysanthus","Bignoniaceae","Handroanthus","PP_Resina_12_Handroanthus chrysanthus","PP_Resina_12","Handroanthus chrysanthus",28
"PP_Resina_12_Schinopsis brasiliensis","MDP0898","MDP0898.mzXML","sch3bra","PP_Resina_12","Schinopsis brasiliensis","Anacardiaceae","Schinopsis","PP_Resina_12_Schinopsis brasiliensis","PP_Resina_12","Schinopsis brasiliensis",2
"PP_Resina_12_Trichilia catigua","MDP0903","MDP0903.mzXML","tri1cat","PP_Resina_12","Trichilia catigua","Meliaceae","Trichilia","PP_Resina_12_Trichilia catigua","PP_Resina_12","Trichilia catigua",9
"PP_Resina_12_Sebastiania brasiliensis","MDP0899","MDP0899.mzXML","sebbra","PP_Resina_12","Sebastiania brasiliensis","Euphorbiaceae","Sebastiania","PP_Resina_12_Sebastiania brasiliensis","PP_Resina_12","Sebastiania brasiliensis",5
"PP_Resina_12_Sideroxylon obtusifolium","MDP0900","MDP0900.mzXML","sidobt","PP_Resina_12","Sideroxylon obtusifolium","Sapotaceae","Sideroxylon","PP_Resina_12_Sideroxylon obtusifolium","PP_Resina_12","Sideroxylon obtusifolium",5
"PP_Resina_12_Urera baccifera","MDP0904","MDP0904.mzXML","urebac","PP_Resina_12","Urera baccifera","Urticaceae","Urera","PP_Resina_12_Urera baccifera","PP_Resina_12","Urera baccifera",1
"PP_Resina_12_Oxandra espintana","MDP0891","MDP0891.mzXML","oxaesp","PP_Resina_12","Oxandra espintana","Annonaceae","Oxandra","PP_Resina_12_Oxandra espintana","PP_Resina_12","Oxandra espintana",190
"PP_Resina_12_Pseudobombax septenatum","MDP0895","MDP0895.mzXML","pse1sep","PP_Resina_12","Pseudobombax septenatum","Malvaceae","Pseudobombax","PP_Resina_12_Pseudobombax septenatum","PP_Resina_12","Pseudobombax septenatum",6
"PP_Resina_12_Eugenia moraviana","MDP0881","MDP0881.mzXML","eugmor","PP_Resina_12","Eugenia moraviana","Myrtaceae","Eugenia","PP_Resina_12_Eugenia moraviana","PP_Resina_12","Eugenia moraviana",1
"PP_Resina_12_Myracrodruon urundeuva","MDP0889","MDP0889.mzXML","myr1uru","PP_Resina_12","Myracrodruon urundeuva","Anacardiaceae","Myracrodruon","PP_Resina_12_Myracrodruon urundeuva","PP_Resina_12","Myracrodruon urundeuva",12
"PP_Resina_12_Ceiba samauma","MDP0874","MDP0874.mzXML","ceisam","PP_Resina_12","Ceiba samauma","Malvaceae","Ceiba","PP_Resina_12_Ceiba samauma","PP_Resina_12","Ceiba samauma",3
"PP_Resina_12_Sweetia fruticosa","MDP0901","MDP0901.mzXML","swefru","PP_Resina_12","Sweetia fruticosa","Fabaceae","Sweetia","PP_Resina_12_Sweetia fruticosa","PP_Resina_12","Sweetia fruticosa",5
"PP_Resina_12_Enterolobium contortisiliquum","MDP0879","MDP0879.mzXML","entcon","PP_Resina_12","Enterolobium contortisiliquum","Fabaceae","Enterolobium","PP_Resina_12_Enterolobium contortisiliquum","PP_Resina_12","Enterolobium contortisiliquum",3
"PP_Resina_12_Aspidosperma cylindrocarpon","MDP0866","MDP0866.mzXML","asp1cyl","PP_Resina_12","Aspidosperma cylindrocarpon","Apocynaceae","Aspidosperma","PP_Resina_12_Aspidosperma cylindrocarpon","PP_Resina_12","Aspidosperma cylindrocarpon",3
"PP_Resina_12_Annona emarginata","MDP0864","MDP0864.mzXML","annema","PP_Resina_12","Annona emarginata","Annonaceae","Annona","PP_Resina_12_Annona emarginata","PP_Resina_12","Annona emarginata",1
"PP_Resina_12_Aralia soratensis","MDP0865","MDP0865.mzXML","arasor","PP_Resina_12","Aralia soratensis","Araliaceae","Aralia","PP_Resina_12_Aralia soratensis","PP_Resina_12","Aralia soratensis",2
"PP_Resina_12_Bougainvillea stipitata","MDP0869","MDP0869.mzXML","bousti","PP_Resina_12","Bougainvillea stipitata","Nyctaginaceae","Bougainvillea","PP_Resina_12_Bougainvillea stipitata","PP_Resina_12","Bougainvillea stipitata",2
"PP_Resina_12_Anadenanthera colubrina","MDP0863","MDP0863.mzXML","anacol","PP_Resina_12","Anadenanthera colubrina","Fabaceae","Anadenanthera","PP_Resina_12_Anadenanthera colubrina","PP_Resina_12","Anadenanthera colubrina",15
"PP_Resina_12_Cedrela fissilis","MDP0872","MDP0872.mzXML","cedfis","PP_Resina_12","Cedrela fissilis","Meliaceae","Cedrela","PP_Resina_12_Cedrela fissilis","PP_Resina_12","Cedrela fissilis",4
"PP_Resina_12_Ceiba boliviana","MDP0873","MDP0873.mzXML","ceibol","PP_Resina_12","Ceiba boliviana","Malvaceae","Ceiba","PP_Resina_12_Ceiba boliviana","PP_Resina_12","Ceiba boliviana",1
"PP_Resina_12_Kielmeyera paniculata","MDP0885","MDP0885.mzXML","kiepan","PP_Resina_12","Kielmeyera paniculata","Calophyllaceae","Kielmeyera","PP_Resina_12_Kielmeyera paniculata","PP_Resina_12","Kielmeyera paniculata",13
"PP_Sumpul_34_Pleurothyrium trianae","MDP0283","MDP0283.mzXML","ple3tri","PP_Sumpul_34","Pleurothyrium trianae","Lauraceae","Pleurothyrium","PP_Sumpul_34_Pleurothyrium trianae","PP_Sumpul_34","Pleurothyrium trianae",1
"PP_Sumpul_34_Coccoloba mollis","MDP0238","MDP0238.mzXML","coc1mol","PP_Sumpul_34","Coccoloba mollis","Polygonaceae","Coccoloba","PP_Sumpul_34_Coccoloba mollis","PP_Sumpul_34","Coccoloba mollis",1
"PP_Sumpul_34_Sorocea guilleminiana","MDP0296","MDP0296.mzXML","sorgui","PP_Sumpul_34","Sorocea guilleminiana","Moraceae","Sorocea","PP_Sumpul_34_Sorocea guilleminiana","PP_Sumpul_34","Sorocea guilleminiana",10
"PP_Sumpul_34_Ocotea ALM-253","MDP0276","MDP0276.mzXML","ocoALM253","PP_Sumpul_34","Ocotea ALM-253","Lauraceae","Ocotea","PP_Sumpul_34_Ocotea ALM-253",NA,NA,NA
"PP_Sumpul_34_Schizocalyx obovatus","MDP0293","MDP0293.mzXML","sch4obo","PP_Sumpul_34","Schizocalyx obovatus","Rubiaceae","Schizocalyx","PP_Sumpul_34_Schizocalyx obovatus","PP_Sumpul_34","Schizocalyx obovatus",15
"PP_Sumpul_34_Persea peruviana","MDP0281","MDP0281.mzXML","per6per","PP_Sumpul_34","Persea peruviana","Lauraceae","Persea","PP_Sumpul_34_Persea peruviana","PP_Sumpul_34","Persea peruviana",1
"PP_Sumpul_34_Handroanthus serratifolius","MDP0254","MDP0254.mzXML","hanser","PP_Sumpul_34","Handroanthus serratifolius","Bignoniaceae","Handroanthus","PP_Sumpul_34_Handroanthus serratifolius","PP_Sumpul_34","Handroanthus serratifolius",4
"PP_Sumpul_34_Pseudolmedia LC-4490","MDP0289","MDP0289.mzXML","pse2LC4490","PP_Sumpul_34","Pseudolmedia LC-4490","Moraceae","Pseudolmedia","PP_Sumpul_34_Pseudolmedia LC-4490",NA,NA,NA
"PP_Sumpul_34_Alibertia GAT-2099","MDP0227","MDP0227.mzXML","ali1GAT2099","PP_Sumpul_34","Alibertia GAT-2099","Rubiaceae","Alibertia","PP_Sumpul_34_Alibertia GAT-2099",NA,NA,NA
"PP_Sumpul_34_Pseudolmedia rigida","MDP0290","MDP0290.mzXML","pse2rig","PP_Sumpul_34","Pseudolmedia rigida","Moraceae","Pseudolmedia","PP_Sumpul_34_Pseudolmedia rigida","PP_Sumpul_34","Pseudolmedia rigida",8
"PP_Sumpul_34_Miconia dolichorrhyncha","MDP0267","MDP0267.mzXML","mic1dol","PP_Sumpul_34","Miconia dolichorrhyncha","Melastomataceae","Miconia","PP_Sumpul_34_Miconia dolichorrhyncha","PP_Sumpul_34","Miconia dolichorrhyncha",2
"PP_Sumpul_34_Hirtella lightioides","MDP0258","MDP0258.mzXML","hir2lig","PP_Sumpul_34","Hirtella lightioides","Chrysobalanaceae","Hirtella","PP_Sumpul_34_Hirtella lightioides","PP_Sumpul_34","Hirtella lightioides",10
"PP_Sumpul_34_Symplocos mapiriensis","MDP0298","MDP0298.mzXML","sym2map","PP_Sumpul_34","Symplocos mapiriensis","Symplocaceae","Symplocos","PP_Sumpul_34_Symplocos mapiriensis","PP_Sumpul_34","Symplocos mapiriensis",0
"PP_Sumpul_34_Brosimum lactescens","MDP0230","MDP0230.mzXML","bro2lac","PP_Sumpul_34","Brosimum lactescens","Moraceae","Brosimum","PP_Sumpul_34_Brosimum lactescens","PP_Sumpul_34","Brosimum lactescens",16
"PP_Sumpul_34_Perebea guianensis","MDP0280","MDP0280.mzXML","per2gui","PP_Sumpul_34","Perebea guianensis","Moraceae","Perebea","PP_Sumpul_34_Perebea guianensis","PP_Sumpul_34","Perebea guianensis",57
"PP_Sumpul_34_Ocotea ALM-63","MDP0277","MDP0277.mzXML","ocoALM63","PP_Sumpul_34","Ocotea ALM-63","Lauraceae","Ocotea","PP_Sumpul_34_Ocotea ALM-63",NA,NA,NA
"PP_Sumpul_34_Ocotea oblonga","MDP0278","MDP0278.mzXML","ocoobl","PP_Sumpul_34","Ocotea oblonga","Lauraceae","Ocotea","PP_Sumpul_34_Ocotea oblonga","PP_Sumpul_34","Ocotea oblonga",29
"PP_Sumpul_34_Helicostylis tomentosa","MDP0255","MDP0255.mzXML","hel2tom","PP_Sumpul_34","Helicostylis tomentosa","Moraceae","Helicostylis","PP_Sumpul_34_Helicostylis tomentosa","PP_Sumpul_34","Helicostylis tomentosa",35
"PP_Sumpul_34_Myrcia sintenisii","MDP0270","MDP0270.mzXML","myr2sin","PP_Sumpul_34","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Sumpul_34_Myrcia sintenisii","PP_Sumpul_34","Myrcia sintenisii",4
"PP_Sumpul_34_Sarcaulus brasiliensis","MDP0292","MDP0292.mzXML","sar2bra","PP_Sumpul_34","Sarcaulus brasiliensis","Sapotaceae","Sarcaulus","PP_Sumpul_34_Sarcaulus brasiliensis","PP_Sumpul_34","Sarcaulus brasiliensis",18
"PP_Sumpul_34_Dacryodes sudyungasensis","MDP0242","MDP0242.mzXML","dacsud","PP_Sumpul_34","Dacryodes sudyungasensis","Burseraceae","Dacryodes","PP_Sumpul_34_Dacryodes sudyungasensis","PP_Sumpul_34","Dacryodes sudyungasensis",7
"PP_Sumpul_34_Hieronyma NA-445","MDP0257","MDP0257.mzXML","hieNA445","PP_Sumpul_34","Hieronyma NA-445","Phyllanthaceae","Hieronyma","PP_Sumpul_34_Hieronyma NA-445",NA,NA,NA
"PP_Sumpul_34_Graffenrieda limbata","MDP0252","MDP0252.mzXML","gralim","PP_Sumpul_34","Graffenrieda limbata","Melastomataceae","Graffenrieda","PP_Sumpul_34_Graffenrieda limbata","PP_Sumpul_34","Graffenrieda limbata",2
"PP_Sumpul_34_Inga marginata","MDP0261","MDP0261.mzXML","ingmar","PP_Sumpul_34","Inga marginata","Fabaceae","Inga","PP_Sumpul_34_Inga marginata","PP_Sumpul_34","Inga marginata",1
"PP_Sumpul_34_Nectandra acutifolia","MDP0272","MDP0272.mzXML","necacu","PP_Sumpul_34","Nectandra acutifolia","Lauraceae","Nectandra","PP_Sumpul_34_Nectandra acutifolia","PP_Sumpul_34","Nectandra acutifolia",3
"PP_Sumpul_34_Nectandra cissiflora","MDP0274","MDP0274.mzXML","neccis","PP_Sumpul_34","Nectandra cissiflora","Lauraceae","Nectandra","PP_Sumpul_34_Nectandra cissiflora","PP_Sumpul_34","Nectandra cissiflora",32
"PP_Sumpul_34_Serjania LC-4985","MDP0294","MDP0294.mzXML","serLC4985","PP_Sumpul_34","Serjania LC-4985","Sapindaceae","Serjania","PP_Sumpul_34_Serjania LC-4985",NA,NA,NA
"PP_Sumpul_34_Tachigali alba","MDP0299","MDP0299.mzXML","tac2alb","PP_Sumpul_34","Tachigali alba","Fabaceae","Tachigali","PP_Sumpul_34_Tachigali alba","PP_Sumpul_34","Tachigali alba",4
"PP_Sumpul_34_Inga acreana","MDP0259","MDP0259.mzXML","ingacr","PP_Sumpul_34","Inga acreana","Fabaceae","Inga","PP_Sumpul_34_Inga acreana","PP_Sumpul_34","Inga acreana",2
"PP_Sumpul_34_Urera verrucosa","MDP0301","MDP0301.mzXML","urever","PP_Sumpul_34","Urera verrucosa","Urticaceae","Urera","PP_Sumpul_34_Urera verrucosa","PP_Sumpul_34","Urera verrucosa",3
"PP_Sumpul_34_Tapirira guianensis","MDP0300","MDP0300.mzXML","tap1gui","PP_Sumpul_34","Tapirira guianensis","Anacardiaceae","Tapirira","PP_Sumpul_34_Tapirira guianensis","PP_Sumpul_34","Tapirira guianensis",37
"PP_Sumpul_34_Endlicheria ALM-229","MDP0245","MDP0245.mzXML","endALM229","PP_Sumpul_34","Endlicheria ALM-229","Lauraceae","Endlicheria","PP_Sumpul_34_Endlicheria ALM-229",NA,NA,NA
"PP_Sumpul_34_Lacistema aggregatum","MDP0263","MDP0263.mzXML","lac2agg","PP_Sumpul_34","Lacistema aggregatum","Lacistemataceae","Lacistema","PP_Sumpul_34_Lacistema aggregatum","PP_Sumpul_34","Lacistema aggregatum",1
"PP_Sumpul_34_Pouteria bilocularis","MDP0286","MDP0286.mzXML","pou3bil","PP_Sumpul_34","Pouteria bilocularis","Sapotaceae","Pouteria","PP_Sumpul_34_Pouteria bilocularis","PP_Sumpul_34","Pouteria bilocularis",5
"PP_Sumpul_34_Prunus GAT-2091","MDP0288","MDP0288.mzXML","pru2GAT2091","PP_Sumpul_34","Prunus GAT-2091","Rosaceae","Prunus","PP_Sumpul_34_Prunus GAT-2091",NA,NA,NA
"PP_Sumpul_34_Pourouma bicolor","MDP0284","MDP0284.mzXML","pou2bic","PP_Sumpul_34","Pourouma bicolor","Urticaceae","Pourouma","PP_Sumpul_34_Pourouma bicolor","PP_Sumpul_34","Pourouma bicolor",33
"PP_Sumpul_34_Alchornea triplinervia","MDP0226","MDP0226.mzXML","alctri","PP_Sumpul_34","Alchornea triplinervia","Euphorbiaceae","Alchornea","PP_Sumpul_34_Alchornea triplinervia","PP_Sumpul_34","Alchornea triplinervia",4
"PP_Sumpul_34_Beilschmiedia tovarensis","MDP0229","MDP0229.mzXML","beitov","PP_Sumpul_34","Beilschmiedia tovarensis","Lauraceae","Beilschmiedia","PP_Sumpul_34_Beilschmiedia tovarensis","PP_Sumpul_34","Beilschmiedia tovarensis",7
"PP_Sumpul_34_Virola sebifera","MDP0303","MDP0303.mzXML","virseb","PP_Sumpul_34","Virola sebifera","Myristicaceae","Virola","PP_Sumpul_34_Virola sebifera","PP_Sumpul_34","Virola sebifera",1
"PP_Sumpul_34_Myrsine latifolia","MDP0271","MDP0271.mzXML","myr8lat","PP_Sumpul_34","Myrsine latifolia","Primulaceae","Myrsine","PP_Sumpul_34_Myrsine latifolia",NA,NA,NA
"PP_Sumpul_34_Inga alba","MDP0260","MDP0260.mzXML","ingalb","PP_Sumpul_34","Inga alba","Fabaceae","Inga","PP_Sumpul_34_Inga alba","PP_Sumpul_34","Inga alba",1
"PP_Sumpul_34_Clarisia racemosa","MDP0237","MDP0237.mzXML","cla1rac","PP_Sumpul_34","Clarisia racemosa","Moraceae","Clarisia","PP_Sumpul_34_Clarisia racemosa","PP_Sumpul_34","Clarisia racemosa",4
"PP_Sumpul_34_Virola peruviana","MDP0302","MDP0302.mzXML","virper","PP_Sumpul_34","Virola peruviana","Myristicaceae","Virola","PP_Sumpul_34_Virola peruviana","PP_Sumpul_34","Virola peruviana",3
"PP_Sumpul_34_Pourouma guianensis","MDP0285","MDP0285.mzXML","pou2gui","PP_Sumpul_34","Pourouma guianensis","Urticaceae","Pourouma","PP_Sumpul_34_Pourouma guianensis","PP_Sumpul_34","Pourouma guianensis",14
"PP_Sumpul_34_Ladenbergia oblongifolia","MDP0264","MDP0264.mzXML","ladobl","PP_Sumpul_34","Ladenbergia oblongifolia","Rubiaceae","Ladenbergia","PP_Sumpul_34_Ladenbergia oblongifolia","PP_Sumpul_34","Ladenbergia oblongifolia",23
"PP_Sumpul_34_Heteropterys laurifolia","MDP0256","MDP0256.mzXML","hetlau","PP_Sumpul_34","Heteropterys laurifolia","Malpighiaceae","Heteropterys","PP_Sumpul_34_Heteropterys laurifolia","PP_Sumpul_34","Heteropterys laurifolia",1
"PP_Sumpul_34_Eriotheca macrophylla","MDP0246","MDP0246.mzXML","eri1mac","PP_Sumpul_34","Eriotheca macrophylla","Malvaceae","Eriotheca","PP_Sumpul_34_Eriotheca macrophylla","PP_Sumpul_34","Eriotheca macrophylla",5
"PP_Sumpul_34_Miconia ALM-173","MDP0266","MDP0266.mzXML","mic1ALM173","PP_Sumpul_34","Miconia ALM-173","Melastomataceae","Miconia","PP_Sumpul_34_Miconia ALM-173",NA,NA,NA
"PP_Sumpul_34_Juglans boliviana","MDP0262","MDP0262.mzXML","jugbol","PP_Sumpul_34","Juglans boliviana","Juglandaceae","Juglans","PP_Sumpul_34_Juglans boliviana","PP_Sumpul_34","Juglans boliviana",1
"PP_Sumpul_34_Rhodostemonodaphne kunthiana","MDP0291","MDP0291.mzXML","rhokun","PP_Sumpul_34","Rhodostemonodaphne kunthiana","Lauraceae","Rhodostemonodaphne","PP_Sumpul_34_Rhodostemonodaphne kunthiana","PP_Sumpul_34","Rhodostemonodaphne kunthiana",26
"PP_Sumpul_34_Meliosma ALM-190","MDP0265","MDP0265.mzXML","melALM190","PP_Sumpul_34","Meliosma ALM-190","Sabiaceae","Meliosma","PP_Sumpul_34_Meliosma ALM-190",NA,NA,NA
"PP_Sumpul_34_Myrcia fallax","MDP0269","MDP0269.mzXML","myr2fal","PP_Sumpul_34","Myrcia fallax","Myrtaceae","Myrcia","PP_Sumpul_34_Myrcia fallax","PP_Sumpul_34","Myrcia fallax",1
"PP_Sumpul_34_Guatteria punctata","MDP0253","MDP0253.mzXML","gua4pun","PP_Sumpul_34","Guatteria punctata","Annonaceae","Guatteria","PP_Sumpul_34_Guatteria punctata","PP_Sumpul_34","Guatteria punctata",2
"PP_Sumpul_34_Celtis schippii","MDP0233","MDP0233.mzXML","cel2sch","PP_Sumpul_34","Celtis schippii","Cannabaceae","Celtis","PP_Sumpul_34_Celtis schippii","PP_Sumpul_34","Celtis schippii",4
"PP_Sumpul_34_Cinchona calisaya","MDP0235","MDP0235.mzXML","cin1cal","PP_Sumpul_34","Cinchona calisaya","Rubiaceae","Cinchona","PP_Sumpul_34_Cinchona calisaya","PP_Sumpul_34","Cinchona calisaya",3
"PP_Sumpul_34_Gordonia fruticosa","MDP0251","MDP0251.mzXML","gorfru","PP_Sumpul_34","Gordonia fruticosa","Theaceae","Gordonia","PP_Sumpul_34_Gordonia fruticosa","PP_Sumpul_34","Gordonia fruticosa",2
"PP_Sumpul_34_Copaifera langsdorffii","MDP0239","MDP0239.mzXML","coplan","PP_Sumpul_34","Copaifera langsdorffii","Fabaceae","Copaifera","PP_Sumpul_34_Copaifera langsdorffii","PP_Sumpul_34","Copaifera langsdorffii",4
"PP_Sumpul_34_Didymopanax AF-17370","MDP0243","MDP0243.mzXML","didAF17370","PP_Sumpul_34","Didymopanax AF-17370","Araliaceae","Didymopanax","PP_Sumpul_34_Didymopanax AF-17370",NA,NA,NA
"PP_Sumpul_34_Mollinedia repanda","MDP0268","MDP0268.mzXML","molrep","PP_Sumpul_34","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Sumpul_34_Mollinedia repanda","PP_Sumpul_34","Mollinedia repanda",2
"PP_Sumpul_34_Casearia arborea","MDP0232","MDP0232.mzXML","casarb","PP_Sumpul_34","Casearia arborea","Salicaceae","Casearia","PP_Sumpul_34_Casearia arborea","PP_Sumpul_34","Casearia arborea",1
"PP_Sumpul_34_Garcinia madruno","MDP0250","MDP0250.mzXML","garmad","PP_Sumpul_34","Garcinia madruno","Clusiaceae","Garcinia","PP_Sumpul_34_Garcinia madruno","PP_Sumpul_34","Garcinia madruno",1
"PP_Sumpul_34_Parinari occidentalis","MDP0279","MDP0279.mzXML","par4occ","PP_Sumpul_34","Parinari occidentalis","Chrysobalanaceae","Parinari","PP_Sumpul_34_Parinari occidentalis","PP_Sumpul_34","Parinari occidentalis",4
"PP_Sumpul_34_Nectandra AF-7278","MDP0273","MDP0273.mzXML","necAF7278","PP_Sumpul_34","Nectandra AF-7278","Lauraceae","Nectandra","PP_Sumpul_34_Nectandra AF-7278",NA,NA,NA
"PP_Sumpul_34_Eugenia florida","MDP0247","MDP0247.mzXML","eugflo","PP_Sumpul_34","Eugenia florida","Myrtaceae","Eugenia","PP_Sumpul_34_Eugenia florida","PP_Sumpul_34","Eugenia florida",1
"PP_Sumpul_34_Symplocos ALM-260","MDP0297","MDP0297.mzXML","sym2ALM260","PP_Sumpul_34","Symplocos ALM-260","Symplocaceae","Symplocos","PP_Sumpul_34_Symplocos ALM-260",NA,NA,NA
"PP_Sumpul_34_Aiouea AF-9030","MDP0225","MDP0225.mzXML","aioAF9030","PP_Sumpul_34","Aiouea AF-9030","Lauraceae","Aiouea","PP_Sumpul_34_Aiouea AF-9030",NA,NA,NA
"PP_Sumpul_34_Simarouba amara","MDP0295","MDP0295.mzXML","sim1ama","PP_Sumpul_34","Simarouba amara","Simaroubaceae","Simarouba","PP_Sumpul_34_Simarouba amara","PP_Sumpul_34","Simarouba amara",1
"PP_Sumpul_34_Elaeagia mariae","MDP0244","MDP0244.mzXML","elamar","PP_Sumpul_34","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Sumpul_34_Elaeagia mariae","PP_Sumpul_34","Elaeagia mariae",3
"PP_Sumpul_34_Annona boliviana","MDP0228","MDP0228.mzXML","annbol","PP_Sumpul_34","Annona boliviana","Annonaceae","Annona","PP_Sumpul_34_Annona boliviana","PP_Sumpul_34","Annona boliviana",1
"PP_Sumpul_34_Byrsonima spicata","MDP0231","MDP0231.mzXML","byrspi","PP_Sumpul_34","Byrsonima spicata","Malpighiaceae","Byrsonima","PP_Sumpul_34_Byrsonima spicata","PP_Sumpul_34","Byrsonima spicata",2
"PP_Sumpul_34_Ocotea aciphylla","MDP0275","MDP0275.mzXML","ocoaci","PP_Sumpul_34","Ocotea aciphylla","Lauraceae","Ocotea","PP_Sumpul_34_Ocotea aciphylla","PP_Sumpul_34","Ocotea aciphylla",27
